Account_Seq_Number__c,Id,Renewal_Mode__c,Account_Name__c,ContractNumber,StartDate,EndDate,SBQQ__RenewalOpportunity__c,SBQQ__RenewalOpportunity__r.Name,SBQQ__RenewalOpportunity__r.StageName
121854-0,800Do000000x93SIAQ,Manual,"HVAC Services, Inc.",7023016,2022-03-01,2024-02-29,006Do000002QWuVIAW,"2024 - HVAC Services, Inc. - Renewal",Discovery
121915-0,800Do000000x93TIAQ,Manual,Majestic GC Corp.,7023017,2021-10-01,2023-09-30,006Do000002QWslIAG,2023 - Majestic GC Corp. - Renewal,Discovery
122817-3,800Do000000x93UIAQ,Manual,Independent-Edison Door Company,7023018,2022-05-01,2023-04-30,006Do000002RqjHIAS,2023 - Independent-Edison Door Company - Renewal,Discovery
123665-0,800Do000000x93VIAQ,Manual,Vito Braccia Concrete,7023019,2021-06-01,2023-05-31,0063i00000JpVZXAA3,2023-Vito Braccia Concrete                                 - BB Renewal,Solution/Value
124775-1,800Do000000x93WIAQ,Manual,I.P.S. Contracting & Scaffold Services,7023020,2021-09-01,2023-08-31,006Do000002QWuaIAG,2023 - I.P.S. Contracting & Scaffold Services - Renewal,Discovery
1248858-0,800Do000000x93XIAQ,Manual,"Wagner Electric Co., Inc.",7023021,2022-09-01,2024-08-31,006Do000002QWt9IAG,"2024 - Wagner Electric Co., Inc. - Renewal",Discovery
125201-0,800Do000000x93YIAQ,Manual,"B & D Plumbing, Inc.",7023022,2022-09-01,2024-08-31,006Do000002QWkNIAW,"2024 - B & D Plumbing, Inc. - Renewal",Discovery
125244-4,800Do000000x93ZIAQ,Auto,SPEEDY CONCRETE CUTTING INC,7023023,2022-12-01,2024-11-30,0063i00000JpX3ZAAV,2023 - Speedy Concrete Cutting Inc - Dodge Renewal,Solution/Value
125290-0,800Do000000x93aIAA,Manual,Allied Fire & Safety,7023024,2022-01-01,2023-12-31,006Do000002QWufIAG,2024 - Allied Fire & Safety - Renewal,Discovery
1254277-0,800Do000000x93bIAA,Manual,"LDM Plumbing & Mechanical, Inc.",7023025,2021-11-01,2023-10-31,006Do000002QWn1IAG,"2023 - LDM Plumbing & Mechanical, Inc. - Renewal",Discovery
125499-0,800Do000000x93cIAA,Manual,Garage Door Doctor,7023026,2022-01-01,2023-12-31,006Do000002QWQoIAO,2024 - Garage Door Doctor - Renewal,Discovery
1257015-0,800Do000000x93dIAA,Manual,KRV Construction Inc.,7023027,2021-08-01,2023-07-31,006Do000002QWmrIAG,2023 - KRV Construction Inc. - Renewal,Discovery
126014-0,800Do000000x93eIAA,Manual,"Honesty Environmental Services, Inc.",7023028,2021-09-01,2023-08-31,006Do000002QWXTIA4,"2023 - Honesty Environmental Services, Inc. - Renewal",Discovery
1262580-0,800Do000000x93fIAA,Auto,L.A. Construction,7023029,2023-01-01,2024-12-31,006Do000002QWviIAG,2025 - L.A. Construction - Renewal,Discovery
126427-0,800Do000000x93gIAA,Auto,"Specialty Construction Services, Inc.",7023030,2022-12-01,2024-11-30,006Do000002QWvOIAW,"2024 - Specialty Construction Services, Inc. - Renewal",Discovery
1264638-0,800Do000000x93hIAA,Manual,Easton Construction Inc.,7023031,2021-12-01,2023-11-30,006Do000002QWvTIAW,2023 - Easton Construction Inc. - Renewal,Discovery
126523-0,800Do000000x93iIAA,Manual,"Royal Electric Co. of Central Florida, Inc.",7023032,2021-04-01,2023-03-31,0063i00000JpVCQAA3,"2023-Royal Electric Co. of Central Florida, Inc. - BB Renewal",Closed Won
1265374-0,800Do000000x93jIAA,Auto,"C2 Flooring, LLC",7023033,2022-12-01,2024-11-30,006Do000002QWiHIAW,"2024 - C2 Flooring, LLC - Renewal",Discovery
1267197-0,800Do000000x93kIAA,Manual,"American Glazing & Aluminum, Inc.",7023034,2021-08-01,2023-07-31,006Do000002QWvYIAW,"2023 - American Glazing & Aluminum, Inc. - Renewal",Discovery
1274120-0,800Do000000x93lIAA,Manual,"Bates Contracting Services, Inc.",7023035,2022-06-01,2023-05-31,0063i00000JpUgDAAV,"2023-Bates Contracting Services, Inc.                     - BB Renewal",Solution/Value
1274169-0,800Do000000x93mIAA,Manual,Mac Products Company Inc.,7023036,2022-09-01,2023-08-31,006Do000002QWMVIA4,2023 - Mac Products Company Inc. - Renewal,Discovery
127462-0,800Do000000x93nIAA,Manual,Alpha Weatherproofing Corporation,7023037,2021-05-01,2023-04-30,0063i00000JpV8RAAV,2023-Alpha Weatherproofing Corporation- BB Renewal,Contract Signed
127508-4,800Do000000x93oIAA,Manual,Alpine Painting & Sandblasting Contractors,7023038,2021-02-01,2023-01-31,0063i00000JpVH5AAN,2023-Alpine Painting & Sandblasting Contractors- BB Renewal,Closed Won
127679-0,800Do000000x93pIAA,Manual,Aubrey Sign Co.,7023039,2021-11-01,2023-10-31,006Do000002QWegIAG,2023 - Aubrey Sign Co. - Renewal,Discovery
1278142-0,800Do000000x93qIAA,Auto,Vanguard Painting Inc.,7023040,2023-01-01,2024-12-31,006Do000002QWJaIAO,2025 - Vanguard Painting Inc. - Renewal,Discovery
1280160-0,800Do000000x93rIAA,Manual,Southeast Railing and Iron Works/New England Ramps,7023041,2021-05-01,2023-04-30,0063i00000JpVPBAA3,2023-Southeast Railing and Iron Works/New England Ramps- BB Renewal,Solution/Value
128045-1,800Do000000x93sIAA,Manual,Casco Equipment Corporation,7023042,2022-03-01,2024-02-29,006Do000002QWXzIAO,2024 - Casco Equipment Corporation - Renewal,Discovery
1283395-0,800Do000000x93tIAA,Manual,PTTStar,7023043,2022-02-01,2023-01-31,,,
128609-0,800Do000000x93uIAA,Manual,"Glass Systems, Inc.",7023044,2022-01-01,2023-12-31,006Do000002QWMfIAO,"2024 - Glass Systems, Inc. - Renewal",Discovery
1287061-0,800Do000000x93vIAA,Manual,"AFD Pavement Marking, LLC",7023045,2021-04-01,2023-03-31,0063i00000JpVU9AAN,"2023-AFD Pavement Marking, LLC- BB Renewal",Closed Lost
1287194-1,800Do000000x93wIAA,Auto,Cal-Tex Electric,7023046,2022-12-01,2023-11-30,006Do000002QWm3IAG,2023 - Cal-Tex Electric - Renewal,Discovery
128773-0,800Do000000x93xIAA,Manual,"County Tree Care, Inc.",7023047,2022-01-01,2023-12-31,006Do000002QWmhIAG,"2024 - County Tree Care, Inc. - Renewal",Discovery
128883-0,800Do000000x93yIAA,Manual,Acme Systems,7023048,2022-10-01,2024-09-30,006Do000002QWaIIAW,2024 - Acme Systems - Renewal,Discovery
129045-0,800Do000000x93zIAA,Manual,American Soil Amendment Products,7023049,2021-03-01,2023-02-28,0063i00000JpVMwAAN,2023-American Soil Amendment Products- BB Renewal,Proposal
129400-0,800Do000000x940IAA,Manual,Amber Ornamental Iron,7023050,2021-05-01,2023-04-30,006Do000002QWCgIAO,2023 - Amber Ornamental Iron - Renewal,Proposal
1295580-0,800Do000000x941IAA,Manual,Edison Electrical Contractors,7023051,2021-11-01,2023-10-31,006Do000002QWpbIAG,2023 - Edison Electrical Contractors - Renewal,Discovery
129620-1,800Do000000x942IAA,Manual,Ambrosino Construction Corp.,7023052,2022-07-01,2024-06-30,006Do000002QWs0IAG,2024 - Ambrosino Construction Corp. - Renewal,Discovery
1296283-0,800Do000000x943IAA,Manual,RG Interiors,7023053,2021-04-01,2023-03-31,0063i00000JpVTYAA3,2023-RG Interiors- BB Renewal,Closed Won
1301434-0,800Do000000x944IAA,Manual,Legendary Landscaping,7023054,2022-03-01,2024-02-29,006Do000002QWNKIA4,2024 - Legendary Landscaping - Renewal,Discovery
130339-0,800Do000000x945IAA,Manual,"National Plumbing and Heating, Incorporated",7023055,2022-09-01,2024-08-31,006Do000002QWrqIAG,"2024 - National Plumbing and Heating, Incorporated - Renewal",Discovery
1305-0,800Do000000x946IAA,Manual,Precast Innovations Inc.,7023056,2022-08-01,2024-07-31,006Do000002QWDoIAO,2024 - Precast Innovations Inc. - Renewal,Discovery
130574-1,800Do000000x947IAA,Manual,Mata Turf Inc.,7023057,2022-10-01,2024-09-30,006Do000002QWiyIAG,2024 - Mata Turf Inc. - Renewal,Discovery
1306704-0,800Do000000x948IAA,Manual,"B.G.B. Ceramic Tile Specialists, Inc.",7023058,2022-02-01,2024-01-31,006Do000002QWJpIAO,"2024 - B.G.B. Ceramic Tile Specialists, Inc. - Renewal",Discovery
1307026-0,800Do000000x949IAA,Manual,Advanced Wiring Services Inc.,7023059,2022-04-01,2023-03-31,0063i00000JpUf0AAF,2023-Advanced Wiring Services Inc.- BB Renewal,Verbal Acceptance
1307532-0,800Do000000x94AIAQ,Auto,"R.M. Riggle Enterprises, Inc.",7023060,2022-11-01,2024-10-31,006Do000002QWQmIAO,"2024 - R.M. Riggle Enterprises, Inc. - Renewal",Discovery
130840-0,800Do000000x94BIAQ,Manual,Pella Commercial,7023061,2021-09-01,2023-08-31,006Do000002QWj3IAG,2023 - Pella Commercial - Renewal,Discovery
1308947-0,800Do000000x94CIAQ,Auto,"Casella Waste Services, Inc.",7023062,2022-11-01,2023-10-31,006Do000002QWHbIAO,"2023 - Casella Waste Services, Inc. - Renewal",Discovery
131194-0,800Do000000x94DIAQ,Auto,Don H. Mahaffey Drilling Co.,7023063,2023-01-01,2023-12-31,006Do000002QWj8IAG,2024 - Don H. Mahaffey Drilling Co. - Renewal,Discovery
1315327-0,800Do000000x94EIAQ,Manual,Access Demolition & Environmental,7023064,2021-08-01,2023-07-31,006Do000002QWboIAG,2023 - Access Demolition & Environmental - Renewal- BlueBook,Discovery
1322431-0,800Do000000x94FIAQ,Manual,"Hudson Valley Fire, Inc.",7023065,2022-10-01,2024-09-30,006Do000002QWUdIAO,"2024 - Hudson Valley Fire, Inc. - Renewal",Discovery
132439-0,800Do000000x94GIAQ,Auto,SK&A Engineers,7023066,2022-12-01,2023-11-30,006Do000002QWKiIAO,2023 - SK&A Engineers - Renewal,Discovery
132497-0,800Do000000x94HIAQ,Auto,American Garage Door & Glass Inc.,7023067,2023-01-01,2024-12-31,006Do000002QWO2IAO,2025 - American Garage Door & Glass Inc. - Renewal,Discovery
132805-0,800Do000000x94IIAQ,Manual,Mikula Contracting Inc.,7023068,2021-08-01,2023-07-31,006Do000002QWk1IAG,2023 - Mikula Contracting Inc. - Renewal,Discovery
132996-0,800Do000000x94JIAQ,Manual,"Advanced Awning & Design, LLC",7023069,2021-07-01,2023-06-30,0063i00000JpUlCAAV,"2023-Advanced Awning & Design, LLC- BB Renewal",Solution/Value
133325-0,800Do000000x94KIAQ,Auto,Raus Construction Ltd.,7023070,2022-12-01,2023-11-30,006Do000002QWbFIAW,2023 - Raus Construction Ltd. - Renewal,Discovery
13351-0,800Do000000x94LIAQ,Manual,"Jeans Waterproofing of Texas, L.P.",7023071,2021-09-01,2023-08-31,006Do000002QWXhIAO,"2023 - Jeans Waterproofing of Texas, L.P. - Renewal",Discovery
240606-0,800Do000000x95GIAQ,Auto,"Bell Architectural Specialties, Inc.",7023132,2022-11-01,2024-10-31,006Do000002QWIiIAO,"2024 - Bell Architectural Specialties, Inc. - Renewal",Discovery
240610-1,800Do000000x95HIAQ,Manual,"Cole Roofing Co., Inc.",7023133,2022-01-01,2023-12-31,006Do000002QWavIAG,"2024 - Cole Roofing Co., Inc. - Renewal",Discovery
2413386-0,800Do000000x95NIAQ,Manual,"Godske Awning & Textiles, Inc.",7023134,2022-09-01,2024-08-31,006Do000002QWg4IAG,"2024 - Godske Awning & Textiles, Inc. - Renewal",Discovery
241410-0,800Do000000x95OIAQ,Manual,MARINE CONTRACTING GROUP,7023135,2022-07-01,2024-06-30,0063i00000JpXkBAAV,2023 - Marine Contracting Group - Dodge Renewal,Solution/Value
241483-0,800Do000000x95PIAQ,Manual,CCFP,7023136,2022-09-01,2024-08-31,006Do000002QWHGIA4,2024 - CCFP - Renewal,Discovery
241758-0,800Do000000x95QIAQ,Manual,"D'Palma Bros. Composition Co., Inc.",7023137,2021-04-01,2023-03-31,,,
242143-0,800Do000000x95RIAQ,Manual,"Cook Construction Co., Inc.",7023138,2021-12-01,2023-11-30,006Do000002QWPGIA4,"2023 - Cook Construction Co., Inc. - Renewal",Discovery
2428201-0,800Do000000x95SIAQ,Manual,Orlando's Iron Works,7023139,2021-09-01,2023-08-31,006Do000002QWahIAG,2023 - Orlando's Iron Works - Renewal,Discovery
243029-0,800Do000000x95TIAQ,Auto,"Fire Line Services, Inc.",7023140,2022-11-01,2024-10-31,006Do000002QWcJIAW,"2024 - Fire Line Services, Inc. - Renewal",Discovery
243466-0,800Do000000x95UIAQ,Manual,Elder Construction,7023141,2021-05-01,2023-04-30,006Do000002QWeEIAW,2023 - Elder Construction - Renewal,Discovery
2437525-0,800Do000000x95VIAQ,Manual,"Demco Excavating, Inc.",7023142,2022-07-01,2024-06-30,006Do000002QWHHIA4,"2024 - Demco Excavating, Inc. - Renewal",Discovery
24406-0,800Do000000x95WIAQ,Manual,Deckert Acoustical Floors,7023143,2022-09-01,2024-08-31,006Do000002QWKqIAO,2024 - Deckert Acoustical Floors - Renewal,Discovery
244100-0,800Do000000x95XIAQ,Manual,POSTORINO CONSTRUCTION FINISHES,7023144,2021-10-01,2023-09-30,006Do000002QWcNIAW,2023 - POSTORINO CONSTRUCTION FINISHES - Renewal,Discovery
244141-0,800Do000000x95YIAQ,Manual,Brigade Fire Protection Inc.,7023145,2021-05-01,2023-04-30,0063i00000JpVHAAA3,2023 - Brigade Fire Protection Inc. - BB Renewal,Verbal Acceptance
244254-0,800Do000000x95ZIAQ,Manual,Dependable Painting and Wallcovering Inc.,7023146,2022-09-01,2024-08-31,006Do000002QWfpIAG,2024 - Dependable Painting and Wallcovering Inc. - Renewal,Discovery
244401-0,800Do000000x95aIAA,Manual,Kiesland Development Services,7023147,2022-03-01,2024-02-29,006Do000002QWfuIAG,2024 - Kiesland Development Services - Renewal,Discovery
244493-0,800Do000000x95bIAA,Manual,"Hands-On Executive Janitorial Services, Inc. DBA Hands-On Executive Service",7023148,2021-05-01,2023-04-30,0063i00000JpVjBAAV,"2023-Hands-On Executive Janitorial Services, Inc. DBA Hands-On Executive Service- BB Renewal",Proposal
244615-0,800Do000000x95cIAA,Auto,Commercial Interior Contracting Inc.,7023149,2022-11-01,2023-10-31,006Do000002QWfzIAG,2023 - Commercial Interior Contracting Inc. - Renewal,Discovery
245015-0,800Do000000x95dIAA,Manual,Hutchinson Mechanical Services,7023150,2021-04-01,2023-03-31,0063i00000JpUnhAAF,2023-Hutchinson Mechanical Services- BB Renewal,Closed Won
245123-0,800Do000000x95eIAA,Manual,"Site Max, Inc.",7023151,2022-01-01,2023-12-31,006Do000002QWbUIAW,"2024 - Site Max, Inc. - Renewal",Discovery
2457765-0,800Do000000x95fIAA,Auto,"Todd's Glass, Mirrors & More",7023152,2023-01-01,2024-12-31,006Do000002QWfMIAW,"2025 - Todd's Glass, Mirrors & More - Renewal",Discovery
245897-0,800Do000000x95gIAA,Manual,Crossroads Enterprise,7023153,2021-02-01,2023-01-31,0063i00000JpVOKAA3,2023-Crossroads Enterprise- BB Renewal,Closed Lost
2458975-0,800Do000000x95hIAA,Manual,Accelerated Fire Protection Inc.,7023154,2022-10-01,2024-09-30,006Do000002QWImIAO,2024 - Accelerated Fire Protection Inc. - Renewal,Discovery
2459437-0,800Do000000x95iIAA,Manual,AIR SERVICE OF WEST VIRIGINIA,7023155,2021-09-01,2023-08-31,006Do000002QWKIIA4,2023 - AIR SERVICE OF WEST VIRIGINIA - Renewal,Discovery
246058-1,800Do000000x95jIAA,Auto,"R & S Painting & Decorating, Inc.",7023156,2023-01-01,2024-12-31,006Do000002QWHAIA4,"2025 - R & S Painting & Decorating, Inc. - Renewal",Discovery
246610-1,800Do000000x95kIAA,Manual,"TARC Construction, Inc.",7023157,2021-04-01,2023-03-31,0063i00000JpV6MAAV,"2023-TARC Construction, Inc.- BB Renewal",Closed Won
247022-1,800Do000000x95lIAA,Manual,All American Signs...Plus,7023158,2022-03-01,2024-02-29,006Do000002QWKNIA4,2024 - All American Signs...Plus - Renewal,Discovery
2472724-0,800Do000000x95mIAA,Auto,Madison Masonry,7023159,2022-11-01,2024-10-31,006Do000002QWKSIA4,2024 - Madison Masonry - Renewal,Discovery
2474219-0,800Do000000x95nIAA,Manual,"New View Photography, Inc.",7023160,2021-04-01,2023-03-31,0063i00000JpVkbAAF,"2023-New View Photography, Inc.- BB Renewal",Contract Acceptance
2475184-0,800Do000000x95oIAA,Auto,Commercial Flooring Specialists Ltd.,7023161,2023-01-01,2023-12-31,006Do000002QWKXIA4,2024 - Commercial Flooring Specialists Ltd. - Renewal,Discovery
2476940-0,800Do000000x95pIAA,Manual,Marion Adams Flooring Company,7023162,2021-11-01,2023-10-31,006Do000002QWIdIAO,2023 - Marion Adams Flooring Company - Renewal,Discovery
2479361-0,800Do000000x95qIAA,Manual,CKP Heating & Cooling LLC,7023163,2021-07-01,2023-06-30,006Do000002QWKcIAO,2023 - CKP Heating & Cooling LLC - Renewal,Discovery
2483027-0,800Do000000x95rIAA,Manual,"R.S. Widdoes & Son, Incorporated",7023164,2021-09-01,2023-08-31,006Do000002QWMJIA4,"2023 - R.S. Widdoes & Son, Incorporated - Renewal",Discovery
248447-0,800Do000000x95sIAA,Manual,Central Rodding Total Sewer Service Inc.,7023165,2021-08-01,2023-07-31,006Do000002QWMTIA4,2023 - Central Rodding Total Sewer Service Inc. - Renewal,Discovery
248697-0,800Do000000x95tIAA,Manual,"A. A. Sungardian, Inc.",7023166,2021-08-01,2023-07-31,006Do000002QWMOIA4,"2023 - A. A. Sungardian, Inc. - Renewal",Discovery
248907-0,800Do000000x95uIAA,Manual,FRANK COONEY CO INC,7023167,2022-04-01,2023-03-31,,,
248989-0,800Do000000x95vIAA,Manual,"Blue Hill Plumbing & Heating, Inc.",7023168,2022-03-01,2024-02-29,006Do000002QWMdIAO,"2024 - Blue Hill Plumbing & Heating, Inc. - Renewal",Discovery
24907-0,800Do000000x95wIAA,Manual,Triad Builders General Contractors,7023169,2022-08-01,2023-07-31,006Do000002QWLvIAO,2023 - Triad Builders General Contractors - Renewal,Discovery
2492342-0,800Do000000x95xIAA,Manual,"BP2 Construction, LLC",7023170,2021-12-01,2023-11-30,006Do000002QWMiIAO,"2023 - BP2 Construction, LLC - Renewal",Discovery
2492529-0,800Do000000x95yIAA,Manual,"Alpha Glass Systems, LLC",7023171,2022-02-01,2024-01-31,006Do000002QWMnIAO,"2024 - Alpha Glass Systems, LLC - Renewal",Discovery
249263-0,800Do000000x95zIAA,Manual,"Mortenson Roofing Company, Inc.",7023172,2022-10-01,2024-09-30,006Do000002QWMsIAO,"2024 - Mortenson Roofing Company, Inc. - Renewal",Discovery
2498989-0,800Do000000x960IAA,Manual,Pro Tech Painting LLC,7023173,2021-11-01,2023-10-31,006Do000002QWDnIAO,2023 - Pro Tech Painting LLC - Renewal,Discovery
250904-0,800Do000000x961IAA,Manual,Bruss Heating & Cooling,7023174,2022-10-01,2024-09-30,006Do000002QWN7IAO,2024 - Bruss Heating & Cooling - Renewal,Discovery
251288-0,800Do000000x962IAA,Manual,GEL Recycling,7023175,2022-03-01,2024-02-29,006Do000002QWP3IAO,2024 - GEL Recycling - Renewal,Discovery
251325-0,800Do000000x963IAA,Manual,"Sun Ray Heating, Inc.",7023176,2021-09-01,2023-08-31,006Do000002QWP8IAO,"2023 - Sun Ray Heating, Inc. - Renewal",Discovery
251679-0,800Do000000x964IAA,Manual,J.L. Adler Roofing and Sheet Metal Inc.,7023177,2022-01-01,2023-12-31,006Do000002QWPDIA4,2024 - J.L. Adler Roofing and Sheet Metal Inc. - Renewal,Discovery
2521541-0,800Do000000x965IAA,Manual,"J & J Electrical, LLC.",7023178,2022-02-01,2023-01-31,,,
252236-0,800Do000000x966IAA,Manual,Napoli Painting Services,7023179,2021-10-01,2023-09-30,006Do000002QWPIIA4,2023 - Napoli Painting Services - Renewal,Discovery
252495-0,800Do000000x967IAA,Auto,"William A. Hazel, Inc.",7023180,2023-01-01,2024-12-31,006Do000002QWHuIAO,"2025 - William A. Hazel, Inc. - Renewal",Discovery
2530356-0,800Do000000x968IAA,Auto,Jones & Jones Construction,7023181,2023-01-01,2024-12-31,006Do000002QWPNIA4,2025 - Jones & Jones Construction - Renewal,Discovery
2530444-0,800Do000000x969IAA,Manual,StoneMaster Inc.,7023182,2021-10-01,2023-09-30,006Do000002QWPSIA4,2023 - StoneMaster Inc. - Renewal,Discovery
2531854-0,800Do000000x96AIAQ,Auto,MD & P Floors Corp.,7023183,2022-12-01,2024-11-30,006Do000002QWPXIA4,2024 - MD & P Floors Corp. - Renewal,Discovery
253450-0,800Do000000x96BIAQ,Manual,American Stonecast,7023184,2021-04-01,2023-03-31,0063i00000JpVMkAAN,2023-American Stonecast- BB Renewal,Solution/Value
254883-1,800Do000000x96CIAQ,Manual,"Copeland Construction, Inc.",7023185,2021-03-01,2023-02-28,0063i00000JpVGfAAN,"2023-Copeland Construction, Inc.- BB Renewal",Closed Won
255093-0,800Do000000x96DIAQ,Manual,"Hasheider Roofing & Siding, Ltd.-",7023186,2021-03-01,2023-02-28,0063i00000JpVigAAF,"2023-Hasheider Roofing & Siding, Ltd.- BB Renewal",Closed Won
255144-0,800Do000000x96EIAQ,Manual,"Fire Alarm Systems And Security, Inc.",7023187,2021-05-01,2023-04-30,0063i00000JpVIHAA3,"2023-Fire Alarm Systems And Security, Inc.- BB Renewal",Solution/Value
255336-0,800Do000000x96FIAQ,Manual,"Epik Masonry & Concrete, Inc.",7023188,2021-04-01,2023-03-31,0063i00000JpUnEAAV,"2023-Epik Masonry & Concrete, Inc.- BB Renewal",Proposal
255675-0,800Do000000x96GIAQ,Manual,"Ralco Electric, Inc.",7023189,2021-10-01,2023-09-30,006Do000002QWROIA4,"2023 - Ralco Electric, Inc. - Renewal",Discovery
2560333-0,800Do000000x96HIAQ,Manual,"Damco Utility, Inc.",7023190,2022-01-01,2023-12-31,006Do000002QWJHIA4,"2024 - Damco Utility, Inc. - Renewal",Discovery
256166-0,800Do000000x96IIAQ,Manual,Classic Glass Inc.,7023191,2022-09-01,2024-08-31,006Do000002QWQRIA4,2024 - Classic Glass Inc. - Renewal,Discovery
2562391-0,800Do000000x96JIAQ,Manual,PAT DICERBO/NORTHWESTERN MUTUAL,7023192,2021-04-01,2023-03-31,,,
2564493-2,800Do000000x96KIAQ,Manual,"Clinton Electric Co., Inc.",7023193,2021-05-01,2023-04-30,0063i00000JpVLFAA3,"2023-Clinton Electric Co., Inc.- BB Renewal",Contract Signed
256672-1,800Do000000x96LIAQ,Auto,Moore Fence Co.,7023194,2023-01-01,2024-12-31,006Do000002QWRYIA4,2025 - Moore Fence Co. - Renewal,Discovery
256872-0,800Do000000x96MIAQ,Manual,"Cormack-Routhier Agency, Inc.",7023195,2021-05-01,2023-04-30,0063i00000JpVmHAAV,"2023-Cormack-Routhier Agency, Inc.- BB Renewal",Closed Lost
256936-0,800Do000000x96NIAQ,Auto,Construction Drilling Services Corp.,7023196,2022-12-01,2024-11-30,006Do000002QWRdIAO,2024 - Construction Drilling Services Corp. - Renewal,Discovery
2571496-0,800Do000000x96OIAQ,Manual,Innovation Electrical Service,7023197,2021-04-01,2023-03-31,0063i00000JpUr8AAF,2023-Innovation Electrical Service- BB Renewal,Closed Won
2572522-0,800Do000000x96PIAQ,Manual,"E & E Mechanical Plumbing & Piping, Inc.",7023198,2021-09-01,2023-08-31,006Do000002QWMZIA4,"2023 - E & E Mechanical Plumbing & Piping, Inc. - Renewal",Discovery
2573226-0,800Do000000x96QIAQ,Manual,Madison Rose Mechanical Insulation,7023199,2021-10-01,2023-09-30,006Do000002QWMeIAO,2023 - Madison Rose Mechanical Insulation - Renewal,Discovery
2576645-0,800Do000000x96RIAQ,Manual,Correll Insurance Group,7023200,2021-09-01,2023-08-31,006Do000002QWSqIAO,2023 - Correll Insurance Group - Renewal,Discovery
2581994-0,800Do000000x96SIAQ,Manual,"Ramon Carpet Service, Inc.",7023201,2021-04-01,2023-03-31,0063i00000JpVHmAAN,"2023 - Ramon Carpet Service, Inc. - BB Renewal",Closed Won
259038-0,800Do000000x96TIAQ,Manual,K&W Glass Inc.,7023202,2021-05-01,2023-04-30,0063i00000JpVdIAAV,2023-K&W Glass Inc.- BB Renewal,Solution/Value
